timestamp,p_x,p_y,p_z,q_x,q_y,q_z,q_w,Pr11,Pr12,Pr13,Pr22,Pr23,Pr33,Pt11,Pt12,Pt13,Pt22,Pt23,Pt33,gt_p_x,gt_p_y,gt_p_z,gt_q_w,gt_q_x,gt_q_y,gt_q_z
1403636897.80453,-0.047577,-0.024582,0.001698,0.823325,-0.018923,0.566898,0.020129,0.0006971261,-6.4842e-06,-0.0002274497,6.13695e-05,-1.93685e-05,0.0001594769,0.0028289784,1.89291e-05,-8.77722e-05,0.0026500713,2.09051e-05,0.0025615247,4.574588,-1.669513,0.593074,0.552829,-0.018075,-0.833038,-0.010157
1403636897.90366,-0.058836,-0.033717,0.029967,0.831355,-0.016385,0.555204,0.018119,0.0003523672,6.5901e-06,-0.0001370924,6.3746e-06,-2.348e-06,6.11209e-05,0.0025379874,5.7407e-06,-5.7176e-06,0.0025255895,2.9497e-06,0.0025226285,4.586618,-1.660652,0.610513,0.544902,-0.016011,-0.83826,-0.012099
1403636897.95175,-0.063634,-0.038486,0.041493,0.82961,-0.014324,0.557868,0.018007,0.000350506,5.0382e-06,-0.0001380102,6.2189e-06,-1.5688e-06,6.17052e-05,0.002535687,6.3419e-06,-5.3464e-06,0.0025226081,2.2727e-06,0.0025212095,4.590405,-1.656486,0.622155,0.54737,-0.014701,-0.83667,-0.012409
1403636898.05195,-0.070602,-0.044697,0.059414,0.82264,-0.012343,0.568185,0.016625,0.0003570574,4.821e-06,-0.0001308093,6.4408e-06,-1.5075e-06,5.49557e-05,0.0025345974,5.7235e-06,-5.3728e-06,0.0025208963,1.8245e-06,0.002520629,4.593483,-1.649248,0.641651,0.557714,-0.012419,-0.829867,-0.011232
1403636898.30178,-0.08612,-0.058207,0.085759,0.815302,-0.008152,0.57892,0.008205,0.0003654116,2.1726e-06,-0.0001231469,7.6314e-06,-3.408e-07,4.92279e-05,0.0025307619,3.5318e-06,-5.1038e-06,0.0025214781,5.473e-07,0.0025181573,4.592134,-1.635924,0.674267,0.566879,-0.006659,-0.823761,-0.004614
1403636898.40221,-0.090611,-0.06305,0.099521,0.815369,-0.005672,0.578885,0.005782,0.0003649382,1.3458e-06,-0.000123944,6.2587e-06,5.12e-08,4.8123e-05,0.0025278009,2.6277e-06,-5.1738e-06,0.0025223252,4.404e-07,0.0025162586,4.587738,-1.632276,0.692227,0.566839,-0.003708,-0.823817,-0.002306
1403636898.45222,-0.093566,-0.065885,0.107678,0.81553,-0.004369,0.578686,0.00389,0.0003647361,9.596e-07,-0.0001246678,6.4276e-06,2.168e-07,4.87997e-05,0.0025275287,2.5557e-06,-4.8186e-06,0.0025230012,2.727e-07,0.0025157407,4.584722,-1.630957,0.70228,0.566329,-0.002349,-0.824176,-0.000743
1403636898.70238,-0.108875,-0.079697,0.148215,-0.815646,-0.000493,-0.578551,0.000365,0.0003667646,3.493e-07,-0.0001249529,7.5163e-06,6.752e-07,4.93116e-05,0.0025314727,2.7342e-06,-3.2176e-06,0.0025300139,-7.2e-07,0.0025137723,4.562108,-1.626889,0.754622,0.56479,0.003852,-0.82522,0.00306
1403636898.80238,-0.115962,-0.08619,0.16092,-0.815148,-0.000836,-0.579243,0.003236,0.0003679925,-8.434e-07,-0.0001247358,8.0605e-06,1.2073e-06,4.93996e-05,0.0025373909,4.3101e-06,-2.9669e-06,0.0025359207,-1.8265e-06,0.0025136645,4.549652,-1.626779,0.772937,0.564782,0.004708,-0.825209,0.005547
1403636898.95241,-0.127525,-0.097253,0.174452,-0.815559,0.002512,-0.578567,0.010823,0.0003690409,-6.9028e-06,-0.0001252891,9.0907e-06,3.5072e-06,5.02974e-05,0.002555399,9.0379e-06,-3.3809e-06,0.0025501847,-4.4144e-06,0.0025147178,4.526949,-1.627726,0.796139,0.5631,0.00229,-0.82629,0.012597
