timestamp,p_x,p_y,p_z,q_x,q_y,q_z,q_w,Pr11,Pr12,Pr13,Pr22,Pr23,Pr33,Pt11,Pt12,Pt13,Pt22,Pt23,Pt33,gt_p_x,gt_p_y,gt_p_z,gt_q_w,gt_q_x,gt_q_y,gt_q_z
1413393890.05308,0.203512,0.074856,0.140404,0.831286,0.016892,0.553647,0.046412,0.0006315415,6.18514e-05,-0.0001788445,0.0001888959,3.5524e-06,0.0002576564,0.0034951833,0.0005003025,1.91326e-05,0.0028505909,-1.84086e-05,0.0028217013,-1.026738,0.483557,1.486336,0.5704,0.041016,-0.820189,-0.015894
1413393890.15559,0.072317,0.009964,0.2236,0.813763,0.013049,0.580385,0.02781,0.0003542825,2.63891e-05,-0.0001320834,2.5032e-05,-5.6376e-06,7.2264e-05,0.0026710865,5.70771e-05,-1.30772e-05,0.0025936194,-2.30986e-05,0.0027417907,-1.0453,0.467428,1.552524,0.578286,0.034429,-0.815071,-0.007881
1413393890.20585,0.086713,0.02282,0.246354,0.811663,0.008777,0.583601,0.023166,0.0003676083,1.55449e-05,-0.0001165904,2.35087e-05,-1.9796e-06,5.69072e-05,0.0026434359,5.70635e-05,-1.40419e-05,0.0025687359,-3.2479e-05,0.002756628,-1.054565,0.457527,1.578864,0.580742,0.030948,-0.813492,-0.003593
1413393890.50592,0.152868,0.09301,0.297667,0.801552,-0.003743,0.597889,0.005324,0.000376531,-7.106e-07,-0.000105622,2.0531e-05,3.4979e-06,4.26711e-05,0.0026469079,4.57928e-05,-2.80214e-05,0.0025849247,-5.20208e-05,0.0027417371,-1.11364,0.384285,1.634996,0.59372,0.016781,-0.804373,0.014305
1413393890.55594,0.163469,0.104552,0.294839,0.794906,-0.004964,0.606707,0.002681,0.0003792694,-1.5131e-06,-9.96568e-05,1.69831e-05,3.5852e-06,3.68622e-05,0.0026363562,4.13564e-05,-3.23442e-05,0.002580529,-4.31375e-05,0.002700748,-1.123187,0.37116,1.635326,0.602552,0.015229,-0.797758,0.017044
1413393890.60634,0.170737,0.116805,0.294261,0.789378,-0.005124,0.613878,0.003157,0.0003814504,-8.757e-07,-9.36233e-05,1.35992e-05,2.6319e-06,3.21951e-05,0.0026254284,3.1738e-05,-3.14104e-05,0.0025713689,-3.46068e-05,0.0026575888,-1.13151,0.358345,1.63624,0.609864,0.014788,-0.792186,0.017142
1413393890.70734,0.18296,0.139969,0.293515,0.791264,-0.0036,0.611439,0.005469,0.0003804517,1.504e-06,-9.56437e-05,1.25564e-05,1.4521e-06,3.22096e-05,0.0026288207,3.0546e-05,-2.96232e-05,0.0025752573,-3.3744e-05,0.0026590739,-1.14322,0.333349,1.637163,0.60785,0.016232,-0.79375,0.014782
1413393890.75769,0.1865,0.151339,0.294001,0.795196,-0.002434,0.606308,0.006875,0.0003774364,3.0231e-06,-0.0001006084,1.13105e-05,5.5e-07,3.42022e-05,0.0026252181,2.85858e-05,-2.93565e-05,0.0025746427,-3.12733e-05,0.0026508195,-1.146614,0.320932,1.638371,0.602997,0.017442,-0.797446,0.013146
1413393891.00746,0.190469,0.212471,0.313234,0.80775,0.00033,0.589421,0.011104,0.0003687584,6.844e-06,-0.0001142443,9.3421e-06,-1.6527e-06,4.17349e-05,0.0026184734,1.97093e-05,-2.16799e-05,0.0025780424,-2.47673e-05,0.0026336994,-1.152018,0.257818,1.660273,0.586118,0.019994,-0.809935,0.008501
1413393891.05737,0.191285,0.229317,0.331088,0.809092,0.0003,0.58755,0.0125,0.0003665353,8.0707e-06,-0.000115974,7.1344e-06,-2.2011e-06,4.25881e-05,0.0026004401,1.30379e-05,-1.45841e-05,0.0025690109,-1.31463e-05,0.0025916059,-1.152626,0.24431,1.667662,0.584922,0.02103,-0.810781,0.007665
1413393891.15735,0.192867,0.258574,0.350709,0.809253,-0.000404,0.587348,0.01147,0.000365184,7.1499e-06,-0.0001164265,5.9931e-06,-2.0828e-06,4.26055e-05,0.0025925266,5.1867e-06,-6.3905e-06,0.0025628728,-7.8171e-06,0.0025727913,-1.154051,0.216403,1.685444,0.584838,0.02056,-0.810841,0.008877
1413393891.20741,0.19304,0.27191,0.354348,0.808526,-0.00055,0.58836,0.010814,0.0003650304,6.9624e-06,-0.000116208,5.6255e-06,-2.0811e-06,4.23201e-05,0.0025914601,2.2219e-06,-3.7946e-06,0.0025611976,-5.8154e-06,0.0025675237,-1.154816,0.202118,1.69492,0.5855,0.020526,-0.810358,0.009401
1413393891.5077,0.166637,0.361044,0.335818,0.735284,-0.000643,0.677756,0.002059,0.0004003325,1.4665e-06,-3.15474e-05,5.216e-06,-9.72e-08,7.2055e-06,0.0026034873,3.607e-07,1.7045e-06,0.0025626607,-2.9226e-06,0.0025560428,-1.140747,0.113589,1.695982,0.674046,0.017775,-0.738229,0.019828
