timestamp,p_x,p_y,p_z,q_x,q_y,q_z,q_w,Pr11,Pr12,Pr13,Pr22,Pr23,Pr33,Pt11,Pt12,Pt13,Pt22,Pt23,Pt33,gt_p_x,gt_p_y,gt_p_z,gt_q_w,gt_q_x,gt_q_y,gt_q_z
1413393217.15576,-0.045972,-0.0096,0.051683,0.800601,-0.002651,0.598899,0.018751,0.0009152617,-1.05e-08,6.58e-08,0.000915184,-9.9e-09,0.0009152254,0.0214101048,-1.065e-07,0.0001446188,0.0214110991,2.03021e-05,0.0027987566,-1.059458,0.490902,1.399091,0.597342,-0.00726,-0.801873,-0.011386
1413393217.20604,-0.02808,0.003426,0.070327,0.802464,-0.003436,0.596406,0.018422,0.0003969614,1.42881e-05,-9.76445e-05,3.63546e-05,-1.477e-06,4.82975e-05,0.0025905793,4.9208e-06,-8.48114e-05,0.0025760551,1.68756e-05,0.0027021485,-1.054326,0.487647,1.412909,0.596619,-0.007596,-0.802405,-0.011627
1413393217.30584,-0.036729,0.012478,0.087334,0.802831,-0.003412,0.595827,0.020989,0.0003912336,1.92655e-05,-0.0001018319,2.07948e-05,-1.113e-07,4.69678e-05,0.0025572359,1.0991e-05,-3.22697e-05,0.0025797115,2.18428e-05,0.0026386178,-1.043301,0.47935,1.436623,0.596269,-0.007153,-0.802627,-0.014199
1413393217.35581,-0.042135,0.018559,0.095045,0.803635,-0.003696,0.594747,0.020819,0.0003857361,1.79146e-05,-0.0001056393,1.66044e-05,-1.4851e-06,4.49621e-05,0.0025526092,9.3877e-06,-2.67894e-05,0.002577693,2.551e-05,0.0026283183,-1.037073,0.474074,1.446123,0.595467,-0.007107,-0.803227,-0.013981
1413393217.45566,-0.057054,0.033926,0.112343,0.805462,-0.004349,0.592217,0.022158,0.0003793744,1.56839e-05,-0.0001105141,1.21779e-05,-3.2442e-06,4.31395e-05,0.0025484545,1.23082e-05,-1.85791e-05,0.0025762661,1.90077e-05,0.0026025184,-1.022635,0.461513,1.462228,0.593595,-0.007268,-0.804593,-0.014901
1413393217.50583,-0.065383,0.042247,0.118444,0.805672,-0.004141,0.591935,0.022107,0.0003769159,1.54544e-05,-0.0001121891,1.04721e-05,-3.843e-06,4.2778e-05,0.002546558,1.31487e-05,-1.49143e-05,0.0025754891,1.79033e-05,0.0025910219,-1.014746,0.453847,1.46906,0.593357,-0.006786,-0.804769,-0.015139
1413393217.75597,-0.118665,0.105798,0.160261,0.806161,-0.004462,0.591185,0.024169,0.0003746483,1.35948e-05,-0.0001135125,7.9879e-06,-4.0876e-06,4.08583e-05,0.002548105,2.38916e-05,-9.7746e-06,0.0025862072,9.8452e-06,0.0025713284,-0.968197,0.402879,1.497798,0.593761,-0.006616,-0.804459,-0.015783
1413393217.8063,-0.130395,0.118706,0.168112,0.806286,-0.004475,0.591035,0.023674,0.0003729811,1.41991e-05,-0.0001145549,7.3114e-06,-4.3836e-06,4.15486e-05,0.0025503608,2.62959e-05,-9.2681e-06,0.0025851085,7.5895e-06,0.0025618836,-0.957922,0.389956,1.507634,0.59356,-0.006775,-0.804613,-0.015434
1413393217.85639,-0.1434,0.130405,0.179033,0.80636,-0.005534,0.590969,0.022548,0.0003722006,1.3318e-05,-0.000114365,6.7587e-06,-4.0858e-06,4.12412e-05,0.002550418,2.70342e-05,-8.0661e-06,0.0025836057,8.8474e-06,0.0025558811,-0.947267,0.37623,1.519075,0.59363,-0.007685,-0.804568,-0.014694
1413393217.95657,-0.166701,0.1589,0.209659,0.805546,-0.005575,0.592129,0.021135,0.000373222,1.24142e-05,-0.0001138098,6.8578e-06,-3.8577e-06,4.09038e-05,0.0025567973,3.30468e-05,-8.2949e-06,0.0025962769,1.08388e-05,0.0025562344,-0.92551,0.346539,1.546787,0.594655,-0.007967,-0.803821,-0.013901
